,artist_name,track_name,track_id,popularity,explicit,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
292,Hot Chip,Flutes,3SCE48fTsE0YE2XzUYGZNW,0,False,0.034,0.691,425320,0.71,0.00225,10,0.0903,-6.351,0,0.0322,118.006,4,0.332
293,Safri Duo,Samb-Adagio,0SgduKa7XYGespeHF5kPFc,0,False,0.0195,0.672,357800,0.982,0.853,7,0.306,-7.019,0,0.0786,138.007,4,0.495
294,Little Walter,My Babe - Single Version,2cXuMaLQcHxx3JF4F6NGab,1,False,0.886,0.684,164373,0.333,0.0,5,0.286,-10.487,1,0.0524,157.887,4,0.833
295,Shameboy,Trippin,2sImNogHVSlxhsQohbLi1d,38,False,0.21,0.541,257556,0.462,0.0107,0,0.113,-10.545,0,0.266,186.108,4,0.155
296,Disco Culture,Hold On - Original Mix,7f1bAgbGBzDhMqBNfbcxap,11,False,0.0469,0.848,295500,0.554,0.315,9,0.0973,-10.288,0,0.0527,121.987,4,0.392
297,Simion,Lost - Club Mix,5298vvSgA4hmHJU8jeuPYz,33,False,0.00976,0.868,398542,0.689,0.642,1,0.622,-5.775,0,0.0773,118.024,4,0.43
298,Empire Cast,Drip Drop (feat. Yazz and Serayah McNeill),5H5yUNHI6tgtx3KfulrAXv,40,False,0.0048,0.651,272720,0.776,0.000985,3,0.326,-8.521,0,0.11,145.472,4,0.469
299,Tim Deluxe,LOVE is,7bHEyFy1Kfqw1f0JunljvX,0,False,0.0875,0.675,256157,0.801,0.67,4,0.318,-5.228,1,0.0384,86.246,4,0.736
300,Velile,Helele - Kato Remix Edit,1aF3fSYmfF3kOljTW1y5Xz,9,False,0.000292,0.656,240773,0.936,0.0579,7,0.2,-5.372,0,0.0364,126.992,4,0.163
301,Safri Duo,A Visit From The Zoo,4uVR8meAnrzizs3D0iwfIA,14,False,0.053,0.448,587053,0.934,0.36,10,0.38,-4.726,0,0.116,134.672,4,0.678
302,Velile,Helele,2kai3nbFF4iBv602fO051h,50,False,0.0762,0.667,187333,0.831,7.79e-06,7,0.322,-8.069,0,0.0478,127.002,4,0.877
303,Safri Duo,Fallin' High,3Okau1mmBoyFBTKg2cdZfQ,13,False,0.00264,0.763,358373,0.906,0.931,0,0.154,-6.507,1,0.069,126.003,4,0.833
304,Safri Duo,Baya Baya,4WjKYlsJtQAWfVDwvQQSxi,24,False,0.376,0.704,325320,0.963,0.85,5,0.629,-6.721,0,0.053,126.011,4,0.536
305,Ariadna Castellanos,Melomaniac,6vI188FTyiQtRlkcevp2Yf,0,False,0.0437,0.309,223125,0.591,0.0112,4,0.13,-8.359,0,0.15,191.728,3,0.202
306,David Lang,"Simple Song #3 - From ""Youth""",2TVL5KG8tkkrzJSvJAdDq3,33,False,0.981,0.278,362951,0.224,0.0239,0,0.0784,-14.392,1,0.0445,76.458,4,0.0362
307,Ibrahim Maalouf,True Sorry,5EzGOkUwkRUXYAyvjlEHah,54,False,0.585,0.288,291303,0.454,0.882,4,0.177,-7.639,0,0.0369,123.143,4,0.0792
308,Mozambo,Bright Side,2yzsCm9n8lbpPvntMGLc33,40,False,0.418,0.607,227257,0.564,0.0812,6,0.0996,-6.864,0,0.0721,112.97,4,0.357
309,Glimmer of Blooms,Take My Hand,66iTYHqSkUyHMV8mxdsH50,37,False,0.653,0.797,199664,0.544,0.911,2,0.362,-11.83,1,0.0541,119.091,4,0.525
310,Henri Texier,Les Là-Bas - Bonobo Remix,0YEhCWvpro9aFECqS9u3oh,47,False,0.0474,0.834,317419,0.652,0.89,6,0.0747,-8.735,0,0.0751,124.035,4,0.873
311,Oscar Peterson,I Got It Bad (And That Ain't Good),663AsNVDAv5qjD1pTpbaDV,2,False,0.977,0.453,308454,0.0577,0.942,5,0.0907,-26.257,1,0.0509,95.181,4,0.2
312,5 Seconds of Summer,"Girls Talk Boys - From ""Ghostbusters"" Original Motion Picture Soundtrack",5XWmfpinsT4XbfFsUASSaG,54,False,0.104,0.829,216099,0.775,0.0,7,0.0943,-3.358,1,0.0507,120.048,4,0.878
313,Neville,How Could I Help But Love You?,1FYyaxIu8g7xOT8letp1AB,33,False,0.388,0.545,195000,0.399,1.27e-05,7,0.141,-9.62,0,0.0565,69.194,4,0.51
314,AWOLNATION,Sail,0ZR9NFol0hcgLSVJoQmREl,5,False,0.452,0.825,259102,0.435,0.609,1,0.0953,-9.582,1,0.0568,119.038,4,0.243
315,The Californicators,Road Trippin',3gM1cV2JX5OsWnD5unytqz,26,False,0.208,0.231,213160,0.205,0.0,4,0.116,-18.647,0,0.0318,70.736,3,0.313
316,Antonio Pinto,Sun Inside,7ooxwU24BC97jptqPOf1iE,0,False,0.928,0.563,137133,0.099,0.912,9,0.108,-22.665,0,0.0328,113.992,3,0.307
317,"Union, La",Lobo-hombre en París,2hConpLOB6gmyM8vDkVOof,53,False,0.0161,0.602,232160,0.952,4.86e-05,9,0.112,-5.193,1,0.0629,146.287,4,0.743
318,Little Dragon,Ritual Union - Maya Jane Coles Remix,0S39LZQbL1mchAkhFBIN3s,28,False,0.0939,0.742,246774,0.706,0.00585,11,0.077,-6.49,1,0.0294,125.995,4,0.235
319,Seal,Wishing on a Star,0JevaUpaGaZNxdjmXWE6g8,15,False,0.127,0.336,253533,0.717,1.74e-06,2,0.0772,-6.806,0,0.0429,186.687,4,0.435
320,Dimitri Vegas & Like Mike,Higher Place (feat. Ne-Yo) - Radio Edit,06vbNFn8YyOQhwukVZePTF,0,False,0.241,0.713,174010,0.615,3.78e-05,7,0.151,-6.252,1,0.0718,124.938,4,0.555
321,Foals,Late Night,54FccsPccrxhnITvQshBOx,21,False,0.21,0.608,327680,0.403,0.102,2,0.12,-10.816,0,0.0338,116.373,4,0.119
322,The White Lamp,Make It Good,0Jc1enkf3ONgFaFPzaAQSt,29,False,0.115,0.794,390524,0.65,0.317,10,0.0574,-9.553,1,0.055,124.011,4,0.672
323,The White Lamp,It's You - Ron Basejam Remix,62Q3VmZXvsy09Dgc91IY1F,0,False,0.364,0.867,478699,0.401,0.0187,0,0.0963,-12.045,1,0.092,122.027,4,0.689
324,The White Lamp,Ride with You,0lNTM46HUY1whYMrRT1W5A,39,False,0.186,0.807,409778,0.54,0.834,5,0.193,-8.973,0,0.0945,120.005,4,0.44
325,Siv Jakobsen,How We Used To Love (Martin Hviid Remix),7A9sTkeUItNW9zGzjDqf2z,0,False,0.753,0.485,196977,0.363,0.162,8,0.109,-10.389,0,0.0308,97.584,4,0.221
326,Scaramouche,Je voyage (feat. Coral),0IN68nHrstywzfOsqiTf3R,0,False,0.0252,0.908,244000,0.637,0.156,2,0.0616,-6.612,0,0.0543,120.025,4,0.773
327,Guns N' Roses,Don't Cry (Original),0ZEhlT9v8CdOKu55zhYGv9,15,False,0.00191,0.437,284800,0.572,0.00243,8,0.116,-8.648,0,0.0339,124.172,4,0.239
328,Audioslave,Like a Stone,3YuaBvuZqcwN3CEAyyoaei,75,False,0.00797,0.614,293960,0.568,0.0,7,0.0997,-5.477,0,0.0276,107.849,4,0.516
329,Metallica,One,64Ret7Tf2M8pDE4aqbW2tX,13,False,0.00112,0.444,447440,0.703,0.0761,7,0.127,-9.443,1,0.0641,106.228,4,0.419
330,Time Square,Follow The Sun - Western Disco Superdub,5YmUxwmRH8NnGqCPwdHYWS,0,False,0.0443,0.751,457874,0.777,0.887,7,0.14,-7.523,1,0.045,121.006,4,0.452
331,Metallica,Loverman,3nqEmOHHyuEDrKPTfXbXka,0,False,0.00174,0.515,472693,0.512,0.000134,9,0.106,-6.017,1,0.0429,128.958,4,0.255
332,Worakls,Flocon de Neige,5dRcHQnH0EQUTMUSJrpaug,0,False,0.549,0.669,380679,0.54,0.901,9,0.0748,-11.809,0,0.0455,115.006,4,0.0402
333,Worakls,Salzburg,73L5Mwt1bA83SB3BRQeDEv,1,False,0.00339,0.847,436150,0.346,0.918,7,0.0704,-11.243,1,0.0936,126.009,4,0.404
334,Frans,If I Were Sorry,6oDkCmfVcSd9NXAKk1b4Ll,56,False,0.289,0.735,184060,0.612,4.12e-05,5,0.103,-6.774,1,0.0517,105.056,4,0.395
335,Joachim Pastor,Reykjavik,11RSAj9BMemLu7Pwfyz5yT,0,False,0.0369,0.766,456762,0.347,0.85,1,0.0987,-12.763,0,0.053,122.019,4,0.297
336,Bob Chilcott,"Sun, Moon, Sea and Stars",1f9ny26i2G6dmj80lSHWtd,11,False,0.979,0.186,218787,0.0456,0.0668,0,0.0957,-23.106,0,0.0374,136.366,4,0.0754
337,Sigala,Give Me Your Love,4CWZOyb9YHIH06yfsvY6k1,57,False,0.00411,0.635,209014,0.945,2.41e-05,2,0.314,-2.298,1,0.036,125.024,4,0.686
338,Francisco Tárrega,Capricho arabe,19LnUKbcwoy6pHm0PshRwT,41,False,0.992,0.384,368893,0.0312,0.926,2,0.0805,-27.672,1,0.0593,101.876,4,0.179
339,John Williams,E.T. The Extraterrestrial: Flying,0ixnRNnusvyMnHZoD0w6IK,0,False,0.915,0.2,241907,0.344,0.785,7,0.236,-11.689,1,0.0348,145.692,3,0.0604
340,León Larregui,Luna Llena,7F6vbYFGEsbXhqUUdzWylK,39,False,0.136,0.689,193067,0.495,0.000472,4,0.156,-8.818,0,0.0272,115.005,4,0.613
341,Quentin Hannappe,I Wanna Be,3K84F5RXfH9gcCvYJsktHj,32,False,0.844,0.841,152648,0.514,0.00125,1,0.105,-9.051,0,0.0355,119.979,4,0.835
342,L'Impératrice,Sonate pacifique,5Cs03vgzmWuvz7wXkm4gJ9,21,False,0.627,0.557,348945,0.534,0.0192,5,0.425,-8.863,1,0.0328,99.99,4,0.226
343,Gypsy Jazz Caravan,La Vie En Rose,5UMBoM4CwwFQgLWHZntkBp,51,False,0.564,0.589,228493,0.226,0.258,5,0.0829,-15.917,1,0.0579,134.08,4,0.632
344,Silicone Soul,Right On! [Original Instrumental Version],4yQ4LxPiXzZFwFqrUv2SGc,0,False,0.0139,0.66,444600,0.738,0.902,11,0.112,-6.182,1,0.0377,125.013,4,0.84
345,Pueblo Cafe,Nuevos Tiempos,4ZznmXQNg7P9SHQ0DK239X,24,False,0.587,0.948,220467,0.948,1.41e-05,0,0.137,-3.961,0,0.09,100.003,4,0.886
346,Tinariwen,Chaghaybou,3L8FrRMimlHRgoQABRiTq9,27,False,0.497,0.452,293720,0.862,0.0327,7,0.134,-6.667,1,0.317,131.686,4,0.423
347,The Pioneers,Time Hard,6LOPmhtiK27JPj9g0Kc0DU,0,False,0.00833,0.69,151200,0.545,2.28e-06,0,0.303,-9.391,1,0.158,82.551,4,0.831
348,Crispian St. Peters,The Pied Piper,2SSMbMqXcv8mECBoSSYRPV,27,False,0.703,0.823,150933,0.406,0.0,11,0.154,-16.694,1,0.0568,125.465,4,0.972
349,Sade,The Sweetest Taboo - Remastered,1xAkznu4j1yRIkPz16JpNP,1,False,0.191,0.718,265187,0.913,0.0482,10,0.347,-6.777,0,0.0466,91.648,4,0.96
350,The Replacements,The Ledge,05Gj0QRXqoIn4ncNdo7Lj5,11,False,0.00207,0.388,246067,0.879,9.28e-05,9,0.295,-6.473,0,0.0372,156.434,4,0.58
351,Stephen Pearcy,Round and Round,21DKyk9rx8ASxRn0BMuLSM,4,False,0.000985,0.604,273461,0.942,0.000315,11,0.494,-5.247,1,0.0421,125.103,4,0.511
352,Emilio Pericoli,Quando quando quando,0ut35ZnYx8kLeI6Pqk65Ci,11,False,0.165,0.686,236170,0.455,0.000683,10,0.114,-18.141,0,0.0594,110.355,4,0.868
353,Christoph Willibald Gluck,Orfeo et Eurydice: Mélodie for Piano Solo,3DnLGuX4YU3PGein8vo5Zt,51,False,0.995,0.44,284640,0.00506,0.933,2,0.0643,-35.112,0,0.0528,70.188,5,0.115
354,George Gershwin,An American In Paris,0oo3WGChEHq9Xq7DzR3Z16,4,False,0.822,0.263,1152293,0.346,0.863,5,0.168,-17.222,1,0.0453,117.668,3,0.165
355,Chris Hadfield,Beyond the Terra,1IUyhh3koDheh7PPUU93Kj,19,False,0.219,0.55,244720,0.507,0.00793,0,0.0893,-6.438,1,0.0259,131.046,4,0.326
356,Chris Hadfield,Space Oddity - Bonus track,5kBAk4dSQX4aXbTqjaPvF6,38,False,0.135,0.574,319187,0.437,0.0018,0,0.345,-9.174,1,0.028,136.023,4,0.177
357,Stella Mwangi,Lookie Lookie,483URfZM2WyOoSjvTIqfFJ,0,False,0.000455,0.783,222800,0.853,0.000172,8,0.117,-4.933,1,0.0531,125.036,4,0.712
358,Inner Circle,Bad Boys (Theme from COPS),0qeKzbUsW0V4ZWRJrHNiD3,69,False,0.236,0.781,229375,0.722,0.00042,7,0.077,-8.376,1,0.0668,87.862,4,0.532
359,Wham!,Club Tropicana,6tASfEUyB7lE2r6DLzURji,64,False,0.0291,0.658,265600,0.714,5.7e-05,11,0.651,-9.247,1,0.0521,117.276,4,0.806
360,Lea Rue,"Sleep, For The Weak! - Lost Frequencies Remix",5AMPPdJP2s0zVJiq4FXR9W,33,False,0.249,0.781,200331,0.501,0.0799,7,0.0987,-8.616,1,0.0413,120.992,4,0.644
361,Guadalcanal Diary,Say Please,2GlY4UXcHFLYUQgj9ChtvU,17,False,0.000414,0.338,132653,0.772,0.00165,4,0.221,-8.821,0,0.0365,99.314,4,0.827
362,El-P,$ Vic/FTL (Me And You),1t6yJZRTmfZwKLo3hcNVJo,0,True,0.00519,0.505,503080,0.763,0.0911,9,0.0868,-8.066,1,0.0611,119.654,3,0.0499
363,The Dramatics,Your Love Was Strange,1IVtSCNBfFJBndPoKWnqHu,16,False,0.11,0.581,181000,0.563,2.07e-06,10,0.163,-9.481,1,0.0303,105.564,4,0.311
364,Major Lazer,Jump Up,0gY1YsPxu3d8EcaHcMUFeL,18,False,0.0492,0.948,223547,0.859,0.00199,0,0.0784,-4.857,0,0.0946,127.982,4,0.808
365,Nick Waterhouse,High Tiding,5FPNNgcr5zJYmMErYIhHJQ,0,False,0.0104,0.752,168893,0.486,0.000497,5,0.0925,-9.536,0,0.0311,117.811,4,0.865
366,Despot,House Of Bricks,5ESdeJc51WZrhb7YeURHIg,0,False,0.282,0.745,239750,0.76,1.32e-06,1,0.108,-4.273,1,0.3,149.122,4,0.366
367,London Symphony Orchestra,"Symphony No. 40 in G Minor, K. 550: I. Molto allegro",4aXMMaTsAz0b4kuQDsjEsH,26,False,0.985,0.332,198145,0.124,0.871,7,0.089,-17.681,0,0.0372,103.459,4,0.163
368,Roxy Music,Ladytron,2lzXBhZ1EFiZwHWKS9xryo,0,False,0.000166,0.303,329427,0.853,0.387,8,0.711,-6.789,1,0.0482,151.576,4,0.505
369,The dB's,Love Is for Lovers,5N3WxJ7cssOXmc4eqTyYQt,21,False,0.0013,0.587,196920,0.666,1.5e-05,0,0.291,-10.64,1,0.0319,132.681,4,0.708
370,Titus Andronicus,Dimed Out,1oTSNSx3Afa5gO9G7RX2hL,29,False,0.035,0.324,176653,0.976,0.0,9,0.229,-1.706,1,0.0643,94.609,4,0.323
371,Andrew Bird,Oh No,1Y13XhG1wB3xf0rv701T02,0,False,0.56,0.806,260760,0.463,0.00142,0,0.0966,-10.367,0,0.0424,119.687,4,0.397
372,Parker Millsap,Sticks & Stones (feat. Michael Rose),1rwHHoaS8Zngsi87UpzV6h,22,False,0.428,0.599,157947,0.128,9.08e-06,9,0.0752,-11.573,1,0.0402,75.41,4,0.487
373,Parker Millsap,Quite Contrary,7apxI2PH7Jgf2gkfDFy5DV,33,False,0.619,0.599,288173,0.47,0.000372,2,0.0979,-5.923,0,0.0408,74.616,4,0.642
374,Major Lazer,Too Original (feat. Elliphant & Jovi Rockwell),4twN8XVAan1u9VVb8uxTCx,0,True,0.0458,0.685,207395,0.944,9.39e-06,0,0.822,-3.038,1,0.166,128.014,4,0.532
375,The Black Heart Procession,Suicide,0u4hS1ln6bT1eAeFpGOgSt,17,False,0.000658,0.658,234373,0.592,0.0782,1,0.0545,-8.483,0,0.0319,138.039,4,0.148
376,Courtney Barnett,Pedestrian at Best,7uoQRNx100em2FLLxnqym0,0,False,4.61e-06,0.479,230560,0.854,5.72e-05,11,0.372,-6.101,1,0.0405,136.067,4,0.535
377,Jason Isbell,Cover Me Up,5qW6ZYct54PhKliCntyxRX,61,False,0.882,0.429,293973,0.093,0.00703,3,0.111,-15.944,1,0.0433,129.661,3,0.208
378,The Hold Steady,Sequestered In Memphis,65clhaCsIhOlebgzLmY86U,0,False,0.0718,0.249,212533,0.971,0.0149,2,0.129,-3.641,1,0.329,137.802,4,0.34
379,Edwin Starr,War - Single Version,7bfWzWm54GVlb8XBKIb9Zx,10,False,0.0677,0.591,200960,0.781,0.0,11,0.294,-9.68,1,0.192,109.481,4,0.709
380,Townes Van Zandt,Waiting Around To Die,1iImpmVEGX4Gw1e1VCGAy9,0,False,0.694,0.54,165187,0.232,0.000921,6,0.111,-18.214,0,0.0318,89.504,4,0.631
381,Guadalcanal Diary,Watusi Rodeo,0Ox5X9hhDt4JQoKGrNrUtW,24,False,0.00024,0.549,160240,0.929,0.00258,2,0.369,-8.392,1,0.0295,97.5,4,0.602
382,Van Halen,And The Cradle Will Rock...,0xm49v9jgCCVeLcAQyYTSX,0,False,0.188,0.509,213467,0.94,1.87e-06,2,0.239,-5.006,1,0.0345,107.465,4,0.773
383,Metallica,Harvester Of Sorrow,6tVjcfkg648NG5bXrstJij,5,False,0.000208,0.658,343893,0.842,0.0729,4,0.371,-8.855,0,0.0425,93.129,4,0.59
384,Gidge,Huldra,3nDhP3lCVYrMdj3jYxgxLT,0,False,0.487,0.848,407075,0.521,0.883,10,0.114,-11.004,0,0.0748,117.987,4,0.181
385,Pylon,Crazy,3ZfyAA8gn1MCEn8ML6CNg0,0,False,0.0344,0.496,192947,0.948,0.00237,0,0.102,-4.108,1,0.0397,143.23,4,0.673
386,Pixies,Debaser,3FzKPS0oVknVlCW3PhxIHl,63,False,0.000397,0.487,173173,0.885,0.347,5,0.0973,-12.005,1,0.0427,135.516,4,0.579
387,Eskmo,I Dream I'm Flying,5EzNc0bXR4GPfZYcvNIKNO,15,False,0.0173,0.72,269601,0.717,0.728,7,0.436,-7.409,1,0.308,70.01,4,0.476
388,Eskmo,Lifeline,2bKWPp9i73tqv4ZRxnPEDW,18,False,0.0451,0.722,236353,0.494,0.705,10,0.124,-9.019,0,0.096,84.987,4,0.354
389,Metallica,Master Of Puppets,6NwbeybX6TDtXlpXvnUOZC,14,False,0.000608,0.538,516293,0.872,0.573,4,0.0946,-7.658,0,0.0361,105.102,4,0.593
390,Wolfgang Amadeus Mozart,"Symphony No. 40 in G Minor, K. 550: I. Molto allegro",3oWY4KrCZ4wHa5SZbUWcMw,27,False,0.975,0.366,447013,0.199,0.789,7,0.147,-17.137,0,0.0413,113.765,4,0.176
391,The Replacements,The Ledge - 2008 Remaster,0NPGjEcXVFmpi6k8kWXYxJ,30,False,0.000794,0.408,247478,0.823,8.75e-05,0,0.127,-9.046,1,0.0347,156.408,4,0.569
392,Sly & The Family Stone,Everyday People,7lL2lMWNtzOcf5HnEudNgn,63,False,0.245,0.813,139507,0.619,0.0151,7,0.113,-8.203,1,0.0294,114.58,4,0.774
393,Ryan Adams,I Just Might,2fjzHehHpV3Bvd5wLezWvX,26,False,0.576,0.526,209413,0.588,0.258,6,0.111,-9.187,0,0.0314,138.384,4,0.452
394,Bob Dylan,Gotta Serve Somebody,760420tYNmNjFgi8bWvbop,44,False,0.431,0.81,324800,0.526,0.0,2,0.0841,-9.627,1,0.0991,95.23,4,0.811
395,The Dramatics,Get Up And Get Down,0cKL2mARyCioyxhKF7XdUH,0,False,0.247,0.603,187760,0.76,0.0,1,0.283,-9.146,0,0.0581,99.657,4,0.681
396,Azad Right,Diesel (Prod. By Jonathan Marquez),3uGTdddE4ZWrlLtMCJA0XS,0,True,0.148,0.738,205740,0.667,0.0,7,0.125,-6.792,1,0.172,94.427,4,0.635
397,Chumbawamba,Tubthumping,22HYEJveCvykVDHDiEEmjZ,61,False,0.128,0.348,278779,0.88,0.0,2,0.357,-7.366,1,0.0978,101.185,4,0.606
398,Edwin Starr,War,57DKmLJBRI5ZtiCgLUQMZY,2,False,0.0973,0.589,200267,0.671,0.0,1,0.249,-12.457,1,0.161,109.195,4,0.739
399,Van Halen,And the Cradle Will Rock... - 2015 Remaster,4MM0jT9z9m7VFiusFrGJ8C,47,False,0.189,0.509,213150,0.928,1.41e-06,2,0.269,-5.833,1,0.0329,107.921,4,0.736
400,Kings of Convenience,Know How,4xqowxjJ03RWog4teL6oqG,57,False,0.815,0.689,238173,0.526,0.196,8,0.134,-10.225,1,0.0408,160.007,4,0.906
401,Lighthouse Family,Ain't No Sunshine,5edEcGFXSqHB0QCEJ7Xpxq,4,False,0.0555,0.588,221333,0.706,0.0776,5,0.115,-8.142,0,0.0475,167.999,4,0.522
402,Chaka Khan,Ain't Nobody,2NVpYQqdraEcQwqT7GhUkh,69,False,0.189,0.799,280853,0.878,0.000105,1,0.14,-7.109,1,0.0434,104.284,4,0.816
403,Four Tops,"Reach Out, I'll Be There",3zA42VIIrkVc2OkgUENTa5,11,False,0.293,0.619,174800,0.472,0.0,3,0.168,-11.999,0,0.0296,119.569,4,0.777
404,Savage Garden,To the Moon & Back,2Jmo3B3MXTKddplyXDBZwY,10,False,0.0205,0.584,341067,0.76,7.25e-06,0,0.1,-7.369,0,0.0359,104.101,4,0.325
405,Paolo Nutini,Candy,4h5m56ExHLPUC9NGz7U1Qa,64,False,0.373,0.612,298693,0.601,0.0,7,0.156,-7.809,1,0.0421,125.164,4,0.368
406,!!!,Freedom! '15,3IcQQjnvQTrwwX2wV5QwtQ,36,False,0.0369,0.771,360687,0.708,0.0105,5,0.1,-5.566,0,0.0694,122.982,4,0.701
407,Muchachito,Sin Sentido,1la08t4c5uUHOsM653cnOv,10,False,0.481,0.824,188750,0.773,0.0026,7,0.125,-5.422,0,0.0819,122.369,4,0.964
408,Jason Becker,Altitudes,0AaRMLPJQYTSzSBDOjoaDL,41,False,0.0349,0.198,339573,0.687,0.893,11,0.154,-13.29,0,0.0467,113.241,4,0.299
409,Mike Posner,Buried In Detroit - Lucas Löwe Remix,5pFJk7g8G5FfE2o8nocw4v,0,True,0.164,0.65,203360,0.654,1.43e-06,7,0.382,-7.964,0,0.0367,102.974,4,0.598
410,James Horner,"Becoming one of ""The People"" Becoming one with Neytiri",1UBd7aWHZCz8yirI9KCvAU,58,False,0.692,0.0993,463707,0.0902,0.85,1,0.0745,-26.307,1,0.0428,71.062,3,0.0382
411,Raumakustik,Raider - Original Mix,6YBu2ACxy9Gd9kUPoxZCFV,31,False,0.00214,0.804,407244,0.979,0.873,7,0.127,-5.06,1,0.138,121.993,4,0.276
412,Nitemayor,Vampire,56WkfBKWfbvauMgeK8nivR,44,False,0.139,0.734,214640,0.647,0.000184,7,0.281,-4.178,0,0.101,100.037,4,0.733
413,Tracy Chapman,Telling Stories - 2015 Remaster,3AGByugnI0dN0Di08NPh5n,46,False,0.0721,0.659,238000,0.722,0.000612,7,0.112,-7.796,1,0.0304,122.522,4,0.302
414,Jamie Cullum,Don't Stop The Music,7LR87BxVS5GawUHQFJdko5,7,False,0.0977,0.572,288707,0.456,0.0,9,0.103,-8.098,0,0.0329,103.13,4,0.432
415,Jamie Cullum,Interlude,6mJgKC8wAeVdLbI4JkmwlJ,26,False,0.819,0.618,207111,0.267,5.86e-05,5,0.318,-10.322,0,0.0885,99.201,3,0.345
416,Ben Harper,A House Is A Home,1yTzBPyTzGHxyt8ngzO9BR,2,False,0.695,0.732,162800,0.534,0.000189,3,0.102,-10.648,1,0.039,145.035,4,0.892
417,Bill Withers,Lovely Day - Studio Rio Version,4mH5oNojEmOswUGgCizDeb,42,False,0.12,0.686,237933,0.833,0.105,9,0.0894,-5.449,1,0.0403,97.671,4,0.897
418,Fluke,Zion,7isVtUtibpSO2eVSkSJcc6,40,False,0.0125,0.601,273733,0.9,0.936,11,0.0847,-6.781,0,0.0578,127.014,4,0.0394
419,Freddy Verano,Dolphins - Club Mix,3fY56nzrdLjSsTUWp7pVKp,0,False,0.0843,0.774,356083,0.63,0.0389,5,0.047,-8.897,0,0.0488,115.988,4,0.814
420,Sharon Jones & The Dap-Kings,Goldfinger,3xxAVhZG61FDNeJHImWUkt,3,False,0.507,0.477,148413,0.44,0.0,3,0.488,-6.119,1,0.0308,113.222,4,0.433
421,Blind Blake,J.P. Morgan,5VQqXVYfuNFqHR0udbi6zh,2,False,0.674,0.659,163987,0.272,0.0,3,0.12,-9.723,1,0.0894,151.982,4,0.869
422,Bebe,Respirar,537pI0aXGfj9q6p9DCWxNu,35,False,0.562,0.69,226242,0.541,4.06e-05,9,0.0889,-10.507,1,0.0646,100.986,4,0.163
423,Gabriel Rios,Broad Daylight,4YaWRqpUuzAgT2mxu1NHzW,5,False,0.835,0.785,189400,0.457,0.00305,11,0.485,-10.751,0,0.0518,106.457,4,0.344
424,David Bowie,Space Oddity - 2015 Remaster,5sUrZEf4qEtjepdgcetith,43,False,0.0727,0.31,318027,0.404,9.29e-05,0,0.139,-13.662,1,0.0326,134.509,4,0.444
425,Moby,Natural Blues,5MIOomJuCJkfuf6mrHJu9H,37,False,0.046,0.681,253760,0.653,0.0513,3,0.276,-7.891,0,0.0328,107.988,4,0.656
426,Stan Getz,Meditacao - Live At Carnegie Hall/1964,7tafudjQ3pmjgIxs4Z5uZ7,0,False,0.904,0.541,236193,0.0494,0.3,4,0.695,-33.144,0,0.0608,142.06,4,0.449
427,Cidinho,Rap das Armas (Lucana Club Mix),2XDv6EfwyxqheJvRAJ4mPd,0,False,0.0141,0.789,291875,0.939,0.000501,7,0.0617,-4.244,1,0.09,128.01,4,0.775
428,Peret,Xaví,2FArb2OfY2nr4mYd1MVaI9,5,False,0.422,0.523,236947,0.937,0.0,1,0.0814,-3.145,0,0.049,118.828,4,0.822
429,Jarabe De Palo,La quiero a morir (con Alejandro Sanz),7g4rHuZ1CqfUqFjZMoVXoQ,44,False,0.553,0.387,199533,0.588,5.7e-06,7,0.0943,-4.676,1,0.0421,172.307,4,0.155
430,Stan Getz,Lullaby of Birdland,5HpGwCENDznklPsx4mUkhM,27,False,0.934,0.42,146293,0.161,0.0272,0,0.174,-16.707,1,0.0687,169.93,4,0.569
431,José González,This Is How We Walk On The Moon,1knEmRdtWiAwvpCSuPSXzn,7,False,0.739,0.798,309480,0.404,0.39,6,0.107,-12.159,0,0.0738,113.955,4,0.239
432,Roger Miller,King Of The Road,3ddVMNawf9ti6vqFeZ6rQi,45,False,0.4,0.707,148467,0.249,3.51e-06,6,0.0987,-16.316,1,0.0822,120.519,4,0.736
433,Clean Bandit,Dust Clears,2w8kFYtZfooI32bHh7nJiG,43,False,0.112,0.768,234243,0.491,0.0114,5,0.139,-8.316,0,0.0381,125.994,4,0.755
434,Govi,State of Grace,3QKWHZNJowbTZFj6YdpOoa,26,False,0.913,0.661,331693,0.493,0.902,11,0.0589,-13.599,0,0.0464,90.067,4,0.77
435,Gypsy Flamenco Masters,Zapatos De Baile,0P7klNrvVanzpRYsVQIeOq,34,False,0.748,0.607,306359,0.694,0.717,2,0.137,-9.826,0,0.0308,114.899,4,0.697
436,Adrien Moignard,Billet Doux,2Zhwy8tAmEsCezzeRS2kpG,3,False,0.685,0.67,152147,0.618,0.851,7,0.114,-5.445,1,0.0372,107.822,4,0.828
437,Susie Arioli,Blue Skies,7n5sDICxawUO82dfrVytnV,0,False,0.839,0.573,150373,0.339,0.00153,2,0.125,-10.874,0,0.0448,171.48,4,0.455
438,Miloš Karadaglić,Theme From Stephen Ward,6eCgERtEIZIX6c8i647lMt,0,False,0.967,0.389,185846,0.13,0.912,2,0.125,-21.251,0,0.0379,109.457,4,0.132
